timestamp,total_steps,heading_to_goal,distance_to_goal,prev_distance,distance_delta,distance_reward,time_penalty,speed_bonus,total_reward
2025-03-15 21:53:55,100,2.2033377,7.6632951957901465,7.071596973812364,-0.5916982219777829,-2.9584911098889144,-0.01,0.0,-2.968491109888914
2025-03-15 21:53:55,100,1.7637818,6.021082533512018,5.161947200551293,-0.859135332960725,-4.295676664803625,-0.01,0.0,-4.305676664803625
2025-03-15 21:53:55,100,0.9615627,3.180621596764543,2.32819386176613,-0.8524277349984128,-4.262138674992064,-0.01,0.0,-4.272138674992064
2025-03-15 21:53:55,100,-1.371509,11.017735398208236,11.89426826792395,0.8765328697157138,4.382664348578569,-0.01,0.0,4.372664348578569
2025-03-15 21:53:55,100,1.9083148,8.250887849081767,7.459201762024487,-0.7916860870572799,-3.9584304352863997,-0.01,0.0,-3.9684304352863995
2025-03-15 21:53:55,100,3.0654151,6.6384570103979215,6.839148256615065,0.20069124621714352,1.0034562310857176,-0.01,0.0,0.9934562310857176
2025-03-15 21:53:55,100,-2.7034957,3.096095815690321,3.7550363300129392,0.6589405143226181,3.2947025716130907,-0.01,0.0,3.284702571613091
2025-03-15 21:54:14,200,-0.510401,9.328301961699024,9.16650604382861,-0.16179591787041403,-0.8089795893520701,-0.01,0.0,-0.8189795893520702
2025-03-15 21:54:14,200,-0.85773045,7.5935404562795625,7.551416373656577,-0.04212408262298517,-0.21062041311492585,-0.01,0.0,-0.22062041311492586
2025-03-15 21:54:14,200,-1.3435866,4.110345408821825,4.25089538824564,0.14054997942381497,0.7027498971190749,-0.01,0.0,0.6927498971190749
2025-03-15 21:54:14,200,2.1552582,9.484854320009214,9.491835647072309,0.006981327063094511,0.034906635315472556,-0.01,0.0,0.024906635315472554
2025-03-15 21:54:14,200,-0.7430148,9.88180118504971,9.800636274417782,-0.08116491063192832,-0.4058245531596416,-0.01,0.0,-0.4158245531596416
2025-03-15 21:54:14,200,0.20233539,7.767759544354362,7.432125511117967,-0.3356340332363956,-1.6781701661819781,-0.01,0.0,-1.6881701661819781
2025-03-15 21:54:14,200,0.42942,3.7071876384997213,3.3489678555146702,-0.3582197829850511,-1.7910989149252554,-0.01,0.0,-1.8010989149252554
2025-03-15 21:54:16,200,0.9281084,7.079358256966739,6.678606283084907,-0.4007519738818317,-2.0037598694091585,-0.01,0.0,-2.0137598694091583
2025-03-15 21:57:34,300,0.7537487,11.692169831293944,11.42265238442975,-0.2695174468641941,-1.3475872343209705,-0.01,0.0,-1.3575872343209705
2025-03-15 21:57:34,300,0.4676003,10.134918909481001,9.77355172172559,-0.36136718775541077,-1.8068359387770538,-0.01,0.0,-1.8168359387770538
2025-03-15 21:57:34,300,0.14861518,6.518174004784689,6.092573472864563,-0.4256005319201259,-2.1280026596006296,-0.01,0.0,-2.1380026596006294
2025-03-15 21:57:34,300,-2.817706,6.946363681640325,7.346465067854774,0.40010138621444824,2.000506931072241,-0.01,0.0,1.9905069310722412
2025-03-15 21:57:34,300,0.55259955,12.393473584755192,12.05685193045803,-0.3366216542971614,-1.683108271485807,-0.01,0.0,-1.693108271485807
2025-03-15 21:57:34,300,1.2812432,9.153531677418526,9.104221546688233,-0.049310130730292556,-0.24655065365146278,-0.01,0.0,-0.2565506536514628
2025-03-15 21:57:34,300,1.2333804,4.927003476831957,4.865680530014219,-0.061322946817737645,-0.3066147340886882,-0.01,0.0,-0.31661473408868823
2025-03-15 21:57:36,300,2.14583,7.28452313985053,7.2005258603631805,-0.08399727948734981,-0.41998639743674904,-0.01,0.0,-0.42998639743674905
2025-03-15 22:00:54,400,2.3287792,10.389489170870776,10.127767339791315,-0.2617218310794609,-1.3086091553973045,-0.01,0.0,-1.3186091553973045
2025-03-15 22:00:54,400,1.9983947,9.496771979744786,9.374354531436689,-0.12241744830809687,-0.6120872415404843,-0.01,0.0,-0.6220872415404843
2025-03-15 22:00:54,400,1.5552337,6.800871346696715,6.8850156318758335,0.08414428517911876,0.4207214258955938,-0.01,0.0,0.4107214258955938
2025-03-15 22:00:54,400,-0.7469615,7.878883217868316,8.179263111575006,0.3003798937066895,1.5018994685334475,-0.01,0.0,1.4918994685334475
2025-03-15 22:00:54,400,2.1330228,11.504453545292023,11.321449712178605,-0.1830038331134176,-0.9150191655670881,-0.01,0.0,-0.9250191655670881
2025-03-15 22:00:54,400,2.9233086,6.961022287228166,6.52666989239598,-0.43435239483218613,-2.1717619741609306,-0.01,0.0,-2.1817619741609304
2025-03-15 22:00:54,400,2.6548805,2.8961842780421727,2.5331313758014975,-0.3630529022406752,-1.815264511203376,-0.01,0.0,-1.825264511203376
2025-03-15 22:00:56,400,-1.3062159,4.902899570611622,4.7939477724280986,-0.10895179818352307,-0.5447589909176154,-0.01,0.0,-0.5547589909176154
2025-03-15 22:04:15,500,-1.8779408,16.43572938483124,16.718021244526412,0.2822918596951709,1.4114592984758545,-0.01,0.0,1.4014592984758545
2025-03-15 22:04:15,500,-2.1003387,15.676498048704735,15.934382526651392,0.25788447794665714,1.2894223897332857,-0.01,0.0,1.2794223897332857
2025-03-15 22:04:15,500,-2.328046,12.58443011653543,12.796863292162593,0.21243317562716335,1.0621658781358168,-0.01,0.0,1.0521658781358167
2025-03-15 22:04:15,500,2.2042525,2.9053064215673112,2.646320546809078,-0.2589858747582334,-1.2949293737911671,-0.01,0.0,-1.3049293737911671
2025-03-15 22:04:15,500,-2.0153043,17.677840398952828,17.949494662914603,0.27165426396177494,1.3582713198088747,-0.01,0.0,1.3482713198088747
